,Open,High,Low,Close,Adj Close,Volume,Datetime,Date,Time,bollinger_up,bollinger_down,SMA,Swing_High,Swing_Low
70,143.72000122070312,143.7899932861328,142.75,142.86990356445312,142.86990356445312,3500156,2023-01-24 14:00:00-05:00,2023-01-24,14:00:00,145.2261568043378,141.95261516831846,143.58938598632812,,
71,142.8719940185547,143.3000030517578,142.85000610351562,143.05999755859375,143.05999755859375,2434729,2023-01-24 14:15:00-05:00,2023-01-24,14:15:00,145.20716512170839,141.90360605749083,143.5553855895996,,
72,143.0800018310547,143.9600067138672,143.02000427246094,143.80499267578125,143.80499267578125,4097735,2023-01-24 14:30:00-05:00,2023-01-24,14:30:00,145.16559660298324,141.9066735996535,143.53613510131837,,
73,143.80099487304688,144.1699981689453,143.35000610351562,143.98899841308594,143.98899841308594,4310353,2023-01-24 14:45:00-05:00,2023-01-24,14:45:00,145.005263068609,141.97540709740662,143.4903350830078,,
74,143.9954071044922,144.08999633789062,143.50999450683594,143.57000732421875,143.57000732421875,3632188,2023-01-24 15:00:00-05:00,2023-01-24,15:00:00,145.00212296212436,142.06603804861783,143.5340805053711,,
75,143.57090759277344,143.8300018310547,143.25999450683594,143.5074005126953,143.5074005126953,3468237,2023-01-24 15:15:00-05:00,2023-01-24,15:15:00,144.88703932875202,142.33253159409955,143.6097854614258,,
76,143.50999450683594,143.5780029296875,142.9600067138672,143.16000366210938,143.16000366210938,3850720,2023-01-24 15:30:00-05:00,2023-01-24,15:30:00,144.79508034009172,142.51053031664657,143.65280532836914,,
77,143.14999389648438,144.0,142.77999877929688,143.91000366210938,143.91000366210938,6004987,2023-01-24 15:45:00-05:00,2023-01-24,15:45:00,144.77697366353394,142.51263662699338,143.64480514526366,,
78,141.90499877929688,142.83990478515625,140.1199951171875,141.7884979248047,141.7884979248047,15721505,2023-01-25 09:30:00-05:00,2023-01-25,09:30:00,144.89110603346774,142.15436363205959,143.52273483276366,,140.1199951171875
79,141.79989624023438,142.27999877929688,138.1999969482422,138.9250030517578,138.9250030517578,12881143,2023-01-25 09:45:00-05:00,2023-01-25,09:45:00,145.48969109593284,140.91777960719216,143.2037353515625,,138.1999969482422
80,138.89999389648438,139.82989501953125,138.13009643554688,138.16000366210938,138.16000366210938,9228342,2023-01-25 10:00:00-05:00,2023-01-25,10:00:00,146.09871565996497,139.73375504316004,142.9162353515625,,138.13009643554688
81,138.16949462890625,139.5800018310547,138.07000732421875,139.4499969482422,139.4499969482422,6245793,2023-01-25 10:15:00-05:00,2023-01-25,10:15:00,146.18966044671615,139.19503956549087,142.6923500061035,,138.07000732421875
82,139.42999267578125,140.4199981689453,139.30999755859375,140.14999389648438,140.14999389648438,6995829,2023-01-25 10:30:00-05:00,2023-01-25,10:30:00,146.1673014165063,138.8737081049781,142.5205047607422,,
83,140.1699981689453,141.80999755859375,140.1199951171875,141.6699981689453,141.6699981689453,7596100,2023-01-25 10:45:00-05:00,2023-01-25,10:45:00,145.98186879265003,138.81362986457654,142.3977493286133,,
84,141.66000366210938,142.47000122070312,141.27999877929688,142.375,142.375,6331875,2023-01-25 11:00:00-05:00,2023-01-25,11:00:00,145.91143904050216,138.79256028811113,142.35199966430665,,
85,142.3618927001953,142.61000061035156,141.63999938964844,142.00999450683594,142.00999450683594,6516550,2023-01-25 11:15:00-05:00,2023-01-25,11:15:00,145.8515155244668,138.75348325483006,142.30249938964843,,
86,142.00079345703125,143.25,141.77999877929688,142.6800994873047,142.6800994873047,6701696,2023-01-25 11:30:00-05:00,2023-01-25,11:30:00,145.83326176303885,138.74879695278148,142.29102935791016,,
87,142.6999969482422,143.74989318847656,142.4199981689453,143.2642059326172,143.2642059326172,5522757,2023-01-25 11:45:00-05:00,2023-01-25,11:45:00,145.82601886895523,138.7494511017479,142.28773498535156,,
88,143.3000030517578,143.57000732421875,142.6999969482422,143.27999877929688,143.27999877929688,4213397,2023-01-25 12:00:00-05:00,2023-01-25,12:00:00,145.77593764436588,138.7585319601263,142.2672348022461,,
89,143.2772979736328,143.3800048828125,142.72000122070312,142.97999572753906,142.97999572753906,3328463,2023-01-25 12:15:00-05:00,2023-01-25,12:15:00,145.6896106621865,138.7707988837119,142.2302047729492,,
90,142.97000122070312,143.5800018310547,142.89039611816406,143.32000732421875,143.32000732421875,3956636,2023-01-25 12:30:00-05:00,2023-01-25,12:30:00,145.73541606676656,138.77000385510843,142.2527099609375,,
91,143.3300018310547,143.69000244140625,142.6999969482422,143.27000427246094,143.27000427246094,4623587,2023-01-25 12:45:00-05:00,2023-01-25,12:45:00,145.75741204879523,138.7690085444665,142.26321029663086,,
92,143.27000427246094,144.49000549316406,143.22999572753906,143.99000549316406,143.99000549316406,6203977,2023-01-25 13:00:00-05:00,2023-01-25,13:00:00,145.78478166413066,138.76014021086934,142.2724609375,,
93,143.99749755859375,144.75,143.89999389648438,144.62989807128906,144.62989807128906,4389591,2023-01-25 13:15:00-05:00,2023-01-25,13:15:00,145.89362270160473,138.71538913921557,142.30450592041015,,
94,144.60009765625,144.7183074951172,144.08999633789062,144.32009887695312,144.32009887695312,4100399,2023-01-25 13:30:00-05:00,2023-01-25,13:30:00,146.00178747786552,138.68223351822823,142.34201049804688,,
95,144.3300018310547,144.9199981689453,144.25,144.58999633789062,144.58999633789062,4033742,2023-01-25 13:45:00-05:00,2023-01-25,13:45:00,146.15906332972162,138.63321724889164,142.39614028930663,,
96,144.60000610351562,145.2899932861328,144.42999267578125,145.27999877929688,145.27999877929688,4260110,2023-01-25 14:00:00-05:00,2023-01-25,14:00:00,146.4695463346186,138.53473375571343,142.50214004516602,,
97,145.27999877929688,146.22000122070312,145.16000366210938,146.1634063720703,146.1634063720703,8078504,2023-01-25 14:15:00-05:00,2023-01-25,14:15:00,146.8682393885408,138.36138097278732,142.61481018066405,,
98,146.1654052734375,146.41000366210938,145.0,145.16380310058594,145.16380310058594,6622961,2023-01-25 14:30:00-05:00,2023-01-25,14:30:00,147.16488319509043,138.40226768381584,142.78357543945313,,
99,145.1898956298828,145.5,144.75999450683594,145.27999877929688,145.27999877929688,5334018,2023-01-25 14:45:00-05:00,2023-01-25,14:45:00,147.2181603393459,138.98449011231423,143.10132522583007,,
100,145.2700958251953,146.1999969482422,145.2700958251953,145.83279418945312,145.83279418945312,5827307,2023-01-25 15:00:00-05:00,2023-01-25,15:00:00,147.05693905813231,139.91299044626223,143.48496475219727,,
101,145.82949829101562,146.0399932861328,144.66000366210938,145.1999969482422,145.1999969482422,5497045,2023-01-25 15:15:00-05:00,2023-01-25,15:15:00,146.87127597945172,140.6736535249428,143.77246475219727,,
102,145.20089721679688,145.3699951171875,144.14999389648438,144.47500610351562,144.47500610351562,6094829,2023-01-25 15:30:00-05:00,2023-01-25,15:30:00,146.58622348322004,141.3912072418776,143.98871536254882,,
103,144.47999572753906,144.97999572753906,143.86000061035156,144.47000122070312,144.47000122070312,7553155,2023-01-25 15:45:00-05:00,2023-01-25,15:45:00,146.49121489968158,141.76621613059186,144.12871551513672,,
104,159.96499633789062,161.4199981689453,156.75,156.96969604492188,156.96969604492188,47557931,2023-01-26 09:30:00-05:00,2023-01-26,09:30:00,150.9744633134877,138.74243732127795,144.85845031738282,161.4199981689453,
105,156.9550018310547,159.33999633789062,155.37269592285156,155.74000549316406,155.74000549316406,19885670,2023-01-26 09:45:00-05:00,2023-01-26,09:45:00,153.20270309365935,137.8871986397391,145.54495086669922,159.33999633789062,
106,155.74000549316406,157.57000732421875,154.75999450683594,156.9340057373047,156.9340057373047,15451445,2023-01-26 10:00:00-05:00,2023-01-26,10:00:00,155.31756437106455,137.19772798733388,146.2576461791992,157.57000732421875,
107,156.9499053955078,159.22999572753906,156.80999755859375,158.8699951171875,158.8699951171875,11984376,2023-01-26 10:15:00-05:00,2023-01-26,10:15:00,157.57931962052615,136.49655165632933,147.03793563842774,159.22999572753906,
108,158.87989807128906,159.3000030517578,156.8699951171875,157.39999389648438,157.39999389648438,9282388,2023-01-26 10:30:00-05:00,2023-01-26,10:30:00,159.086497399745,136.40137338882923,147.74393539428712,159.3000030517578,
109,157.3979949951172,158.74000549316406,155.7899932861328,156.13580322265625,156.13580322265625,9059700,2023-01-26 10:45:00-05:00,2023-01-26,10:45:00,160.10129568452405,136.7021558535619,148.40172576904297,,
110,156.13499450683594,157.1804962158203,155.5800018310547,156.9600067138672,156.9600067138672,7054330,2023-01-26 11:00:00-05:00,2023-01-26,11:00:00,161.12136432663235,137.04608715041846,149.0837257385254,,
111,156.96319580078125,157.4600067138672,156.00999450683594,157.39999389648438,157.39999389648438,6137191,2023-01-26 11:15:00-05:00,2023-01-26,11:15:00,162.04777418607284,137.53267625338026,149.79022521972655,,
112,157.38999938964844,157.43499755859375,156.3300018310547,156.74000549316406,156.74000549316406,5585540,2023-01-26 11:30:00-05:00,2023-01-26,11:30:00,162.74121314851465,138.1142372909385,150.42772521972657,,
113,156.7613983154297,156.8300018310547,154.8699951171875,155.5399932861328,155.5399932861328,7608589,2023-01-26 11:45:00-05:00,2023-01-26,11:45:00,163.1713610269489,138.7750989339886,150.97322998046874,,
114,155.5500030517578,156.58999633789062,155.21009826660156,155.54049682617188,155.54049682617188,5352156,2023-01-26 12:00:00-05:00,2023-01-26,12:00:00,163.47334365761952,139.59515609823984,151.53424987792968,,
115,155.5500030517578,156.15550231933594,155.13999938964844,156.0299072265625,156.0299072265625,4420164,2023-01-26 12:15:00-05:00,2023-01-26,12:15:00,163.73668652403148,140.4758043206951,152.1062454223633,,
116,156.01499938964844,157.49000549316406,155.89999389648438,156.9501953125,156.9501953125,5977573,2023-01-26 12:30:00-05:00,2023-01-26,12:30:00,164.04595498394238,141.33355551410452,152.68975524902345,,
117,156.97000122070312,158.50999450683594,156.66000366210938,157.93809509277344,157.93809509277344,6402393,2023-01-26 12:45:00-05:00,2023-01-26,12:45:00,164.4290876932877,142.12789167682948,153.2784896850586,,
118,157.93260192871094,158.47999572753906,156.92999267578125,157.3000030517578,157.3000030517578,5250813,2023-01-26 13:00:00-05:00,2023-01-26,13:00:00,164.48376317256566,143.28683619266872,153.8852996826172,,
119,157.3000030517578,158.22999572753906,157.08999633789062,158.02000427246094,158.02000427246094,4241762,2023-01-26 13:15:00-05:00,2023-01-26,13:15:00,164.4534786763368,144.59112123821396,154.52229995727538,,
120,158.02000427246094,158.49000549316406,157.6300048828125,157.94760131835938,157.94760131835938,4364174,2023-01-26 13:30:00-05:00,2023-01-26,13:30:00,164.27446587264987,145.98161475479154,155.1280403137207,,
121,157.94500732421875,158.5,157.4342041015625,158.5,158.5,4463068,2023-01-26 13:45:00-05:00,2023-01-26,13:45:00,163.7578418534532,147.82823907916398,155.79304046630858,,
122,158.4759979248047,159.2100067138672,157.91000366210938,158.89010620117188,158.89010620117188,5942466,2023-01-26 14:00:00-05:00,2023-01-26,14:00:00,162.53891742560805,150.48867351677475,156.5137954711914,,
123,158.8979949951172,159.17999267578125,158.25999450683594,158.5800018310547,158.5800018310547,4970300,2023-01-26 14:15:00-05:00,2023-01-26,14:15:00,159.35651317644934,155.08207782696863,157.21929550170898,,
124,158.5800018310547,158.6699981689453,157.25,157.51609802246094,157.51609802246094,4967765,2023-01-26 14:30:00-05:00,2023-01-26,14:30:00,159.38436829123293,155.10886290993892,157.24661560058593,,
125,157.50689697265625,158.4600067138672,156.8300018310547,158.377197265625,158.377197265625,5235805,2023-01-26 14:45:00-05:00,2023-01-26,14:45:00,159.44922578048593,155.30772459793204,157.37847518920898,,
126,158.3699951171875,158.58999633789062,157.8800048828125,158.26260375976562,158.26260375976562,5145770,2023-01-26 15:00:00-05:00,2023-01-26,15:00:00,159.5407109096762,155.3490992709879,157.44490509033204,,
127,158.26260375976562,159.125,158.05999755859375,159.0,159.0,6204338,2023-01-26 15:15:00-05:00,2023-01-26,15:15:00,159.5665389340276,155.33627173491774,157.45140533447267,,
128,159.00999450683594,159.47999572753906,158.69000244140625,159.07000732421875,159.07000732421875,6174663,2023-01-26 15:30:00-05:00,2023-01-26,15:30:00,159.76995152319418,155.29986048852456,157.53490600585937,,
129,159.06500244140625,160.50999450683594,158.92999267578125,160.26499938964844,160.26499938964844,10802826,2023-01-26 15:45:00-05:00,2023-01-26,15:45:00,160.18533555489594,155.29739607352204,157.741365814209,160.50999450683594,
130,160.27000427246094,160.27000427246094,160.27000427246094,160.27000427246094,160.27000427246094,0,2023-01-26 16:00:00-05:00,2023-01-26,16:00:00,160.56679761293697,155.24693377134037,157.90686569213867,,
