,Open,High,Low,Close,Adj Close,Volume,Datetime,Date,Time,bollinger_up,bollinger_down,SMA,Swing_High,Swing_Low
19,131.77999877929688,132.52999877929688,131.77000427246094,132.25999450683594,132.25999450683594,4895827,2023-01-20 14:15:00-05:00,2023-01-20,14:15:00,132.39400785782752,129.35283967635215,130.87342376708983,132.52999877929688,
20,132.27000427246094,132.5800018310547,132.13259887695312,132.24000549316406,132.24000549316406,3300409,2023-01-20 14:30:00-05:00,2023-01-20,14:30:00,132.2518816406386,129.8639661376817,131.05792388916015,132.5800018310547,
21,132.22999572753906,132.33999633789062,131.63999938964844,132.16000366210938,132.16000366210938,3302013,2023-01-20 14:45:00-05:00,2023-01-20,14:45:00,132.38814622150295,129.91070173992284,131.1494239807129,,
22,132.16000366210938,132.92999267578125,132.14999389648438,132.88009643554688,132.88009643554688,4273916,2023-01-20 15:00:00-05:00,2023-01-20,15:00:00,132.70123236724282,129.79562584808923,131.24842910766603,132.92999267578125,
23,132.88870239257812,133.0,132.3800048828125,132.7100067138672,132.7100067138672,4381988,2023-01-20 15:15:00-05:00,2023-01-20,15:15:00,132.92030652448778,129.74755236223098,131.33392944335938,133.0,
24,132.6999969482422,133.17999267578125,132.5500030517578,133.17999267578125,133.17999267578125,5125223,2023-01-20 15:30:00-05:00,2023-01-20,15:30:00,133.2121380250628,129.7085498411481,131.46034393310546,,
25,133.1699981689453,133.50999450683594,132.97000122070312,133.4199981689453,133.4199981689453,7643277,2023-01-20 15:45:00-05:00,2023-01-20,15:45:00,133.43474975938616,129.83793853407084,131.6363441467285,133.50999450683594,
26,135.8699951171875,137.57000732421875,134.27000427246094,136.85690307617188,136.85690307617188,21162860,2023-01-23 09:30:00-05:00,2023-01-23,09:30:00,134.8467217438233,129.02266759943842,131.93469467163087,137.57000732421875,
27,136.86000061035156,139.14999389648438,136.7100067138672,138.77000427246094,138.77000427246094,12993415,2023-01-23 09:45:00-05:00,2023-01-23,09:45:00,136.50865125877155,128.10673875587688,132.3076950073242,139.14999389648438,
28,138.74000549316406,139.4499969482422,138.16000366210938,139.0780029296875,139.0780029296875,10794783,2023-01-23 10:00:00-05:00,2023-01-23,10:00:00,137.8265702772991,127.62812027445872,132.72734527587892,139.4499969482422,
29,139.07000732421875,139.6999969482422,138.5399932861328,138.7899932861328,138.7899932861328,7975451,2023-01-23 10:15:00-05:00,2023-01-23,10:15:00,138.8115341139735,127.43465576639761,133.12309494018555,139.6999969482422,
30,138.7899932861328,139.42990112304688,138.5399932861328,139.34300231933594,139.34300231933594,6502716,2023-01-23 10:30:00-05:00,2023-01-23,10:30:00,139.76983406559214,127.31365592464226,133.5417449951172,,
31,139.3699951171875,140.35000610351562,139.17999267578125,139.95809936523438,139.95809936523438,8455003,2023-01-23 10:45:00-05:00,2023-01-23,10:45:00,140.72330246658132,127.23949813156324,133.98140029907228,,
32,139.9499969482422,141.02000427246094,139.9499969482422,140.44000244140625,140.44000244140625,7275768,2023-01-23 11:00:00-05:00,2023-01-23,11:00:00,141.63144914781424,127.2613517555061,134.44640045166017,,
33,140.44149780273438,141.5500030517578,140.38999938964844,140.57000732421875,140.57000732421875,8963448,2023-01-23 11:15:00-05:00,2023-01-23,11:15:00,142.39320398368938,127.4853772541036,134.93929061889648,,
34,140.5800018310547,141.3800048828125,140.23500061035156,141.1300048828125,141.1300048828125,5976582,2023-01-23 11:30:00-05:00,2023-01-23,11:30:00,143.1345486431781,127.7715731829938,135.45306091308595,,
35,141.13999938964844,142.10000610351562,141.08999633789062,141.8699951171875,141.8699951171875,6128581,2023-01-23 11:45:00-05:00,2023-01-23,11:45:00,143.83810791588897,128.20824370764618,136.02317581176757,,
36,141.8699951171875,142.4199981689453,141.63999938964844,141.71139526367188,141.71139526367188,5509895,2023-01-23 12:00:00-05:00,2023-01-23,12:00:00,144.41713151659468,128.67436018262407,136.54574584960938,,
37,141.718994140625,142.25,141.6300048828125,142.0399932861328,142.0399932861328,4217077,2023-01-23 12:15:00-05:00,2023-01-23,12:15:00,144.95940857794025,129.15834197137613,137.0588752746582,,
38,142.0449981689453,142.33999633789062,141.6999969482422,141.88999938964844,141.88999938964844,4084537,2023-01-23 12:30:00-05:00,2023-01-23,12:30:00,145.33437565038727,129.7953744106479,137.56487503051758,,
39,141.88999938964844,142.6300048828125,141.6300048828125,142.3699951171875,142.3699951171875,5416442,2023-01-23 12:45:00-05:00,2023-01-23,12:45:00,145.70094006046455,130.43981006160575,138.07037506103515,,
40,142.406005859375,143.5,142.30999755859375,143.47000122070312,143.47000122070312,6573265,2023-01-23 13:00:00-05:00,2023-01-23,13:00:00,146.1071441601335,131.15660553469075,138.63187484741212,,
41,143.47850036621094,143.8800048828125,143.2100067138672,143.74000549316406,143.74000549316406,5287966,2023-01-23 13:15:00-05:00,2023-01-23,13:15:00,146.3623400608262,132.0594098171035,139.21087493896485,,
42,143.74000549316406,144.6999969482422,143.61000061035156,144.40499877929688,144.40499877929688,6605577,2023-01-23 13:30:00-05:00,2023-01-23,13:30:00,146.6418594984946,132.93238061381007,139.78712005615233,,
43,144.41000366210938,145.37930297851562,144.33999633789062,145.22999572753906,145.22999572753906,7005610,2023-01-23 13:45:00-05:00,2023-01-23,13:45:00,146.81858192863137,134.00765708504048,140.41311950683593,,
44,145.23500061035156,145.27000427246094,143.64999389648438,144.31900024414062,144.31900024414062,8079625,2023-01-23 14:00:00-05:00,2023-01-23,14:00:00,146.6199634673991,135.32017630310872,140.9700698852539,,
45,144.3282012939453,144.39990234375,143.6699981689453,144.00999450683594,144.00999450683594,5679745,2023-01-23 14:15:00-05:00,2023-01-23,14:15:00,146.0477057168045,136.9514336874924,141.49956970214845,,
46,143.9929962158203,144.3199005126953,143.10169982910156,143.50999450683594,143.50999450683594,6776965,2023-01-23 14:30:00-05:00,2023-01-23,14:30:00,145.89827353822932,137.76617500913397,141.83222427368165,,
47,143.5196075439453,143.5800018310547,142.36000061035156,142.8000030517578,142.8000030517578,6799540,2023-01-23 14:45:00-05:00,2023-01-23,14:45:00,145.85273355987593,138.21471486541705,142.0337242126465,,
48,142.79750061035156,142.8699951171875,141.3300018310547,142.27499389648438,142.27499389648438,7306346,2023-01-23 15:00:00-05:00,2023-01-23,15:00:00,145.7502972404141,138.63685028155857,142.19357376098634,,
49,142.2899932861328,142.9499969482422,142.1300048828125,142.4600067138672,142.4600067138672,5914435,2023-01-23 15:15:00-05:00,2023-01-23,15:15:00,145.55270584442906,139.20144302031701,142.37707443237304,,
50,142.47000122070312,142.6999969482422,141.85000610351562,142.64999389648438,142.64999389648438,6117531,2023-01-23 15:30:00-05:00,2023-01-23,15:30:00,145.37917891751596,139.705669104945,142.54242401123048,,
51,142.6699981689453,143.89999389648438,142.6199951171875,143.74000549316406,143.74000549316406,9757375,2023-01-23 15:45:00-05:00,2023-01-23,15:45:00,145.3377638117131,140.1252748235408,142.73151931762695,,
52,143.0,144.5,141.77000427246094,144.19000244140625,144.19000244140625,19416182,2023-01-24 09:30:00-05:00,2023-01-24,09:30:00,145.36581841472366,140.47222022053023,142.91901931762695,,
53,144.17999267578125,146.5,143.8800048828125,144.90499877929688,144.90499877929688,14267368,2023-01-24 09:45:00-05:00,2023-01-24,09:45:00,145.4719408461823,140.79959693457943,143.13576889038086,146.5,
54,144.92100524902344,145.0092010498047,141.10000610351562,142.69509887695312,142.69509887695312,13074691,2023-01-24 10:00:00-05:00,2023-01-24,10:00:00,145.36479809096696,141.06324908920882,143.2140235900879,,
55,142.66510009765625,143.3699951171875,141.60000610351562,141.99330139160156,141.99330139160156,7576005,2023-01-24 10:15:00-05:00,2023-01-24,10:15:00,145.35539193657027,141.08498587104694,143.2201889038086,,
56,141.99000549316406,142.67999267578125,141.3300018310547,142.2996063232422,142.2996063232422,6462454,2023-01-24 10:30:00-05:00,2023-01-24,10:30:00,145.31227025402217,141.18692865955205,143.2495994567871,,
57,142.29269409179688,144.52000427246094,142.1999969482422,144.07000732421875,144.07000732421875,8184128,2023-01-24 10:45:00-05:00,2023-01-24,10:45:00,145.36229386108008,141.3399064563027,143.3511001586914,,
58,144.07000732421875,144.60000610351562,143.7100067138672,144.2299041748047,144.2299041748047,5956522,2023-01-24 11:00:00-05:00,2023-01-24,11:00:00,145.39174318476995,141.54444761112848,143.4680953979492,,
59,144.22999572753906,145.32000732421875,143.7899932861328,145.30499267578125,145.30499267578125,5705235,2023-01-24 11:15:00-05:00,2023-01-24,11:15:00,145.63133809816202,141.5983524535958,143.6148452758789,,
60,145.30999755859375,145.32200622558594,143.64999389648438,143.91000366210938,143.91000366210938,5363725,2023-01-24 11:30:00-05:00,2023-01-24,11:30:00,145.6562832692515,141.61740752664696,143.63684539794923,,
61,143.91000366210938,144.55999755859375,143.75,143.92770385742188,143.92770385742188,3831376,2023-01-24 11:45:00-05:00,2023-01-24,11:45:00,145.6694278560475,141.62303277627672,143.6462303161621,,
62,143.9199981689453,143.931396484375,142.85000610351562,143.58689880371094,143.58689880371094,5170529,2023-01-24 12:00:00-05:00,2023-01-24,12:00:00,145.596761489166,141.61388914559961,143.6053253173828,,
63,143.57000732421875,144.22999572753906,143.47000122070312,144.12510681152344,144.12510681152344,4046876,2023-01-24 12:15:00-05:00,2023-01-24,12:15:00,145.40861541080417,141.69154633235988,143.55008087158203,,
64,144.10000610351562,144.14999389648438,143.19000244140625,143.2899932861328,143.2899932861328,4740650,2023-01-24 12:30:00-05:00,2023-01-24,12:30:00,145.32421947226584,141.67304157509744,143.49863052368164,,
65,143.27000427246094,143.5,142.89999389648438,143.0,143.0,3425968,2023-01-24 12:45:00-05:00,2023-01-24,12:45:00,145.2700335702764,141.62622802640325,143.44813079833983,,
66,142.99009704589844,143.397705078125,142.5,142.9095001220703,142.9095001220703,4473157,2023-01-24 13:00:00-05:00,2023-01-24,13:00:00,145.2554429582793,141.58076919992382,143.41810607910156,,
67,142.91000366210938,143.49000549316406,142.85499572753906,143.33009338378906,143.33009338378906,3773026,2023-01-24 13:15:00-05:00,2023-01-24,13:15:00,145.25956180166781,141.62965938973844,143.44461059570312,,
68,143.33999633789062,143.89999389648438,142.8800048828125,143.69000244140625,143.69000244140625,3466565,2023-01-24 13:30:00-05:00,2023-01-24,13:30:00,145.24673278854837,141.78398925735004,143.5153610229492,,
69,143.6999969482422,144.0500030517578,143.5399932861328,143.72059631347656,143.72059631347656,3131869,2023-01-24 13:45:00-05:00,2023-01-24,13:45:00,145.23830320867114,141.91847779718825,143.5783905029297,,
